ID,timeset,LANGUAGE,FAVORITE_C,QUOTE_C,REPLY_C,RETWEET_C,VIEWS_C,full_text
1749425011905945986,2024-01-22T13:33:20+00:00,nl,4,0,3,1,263,@dannyries @vooruit Ik dan dat de aanpak van de onderwijskwaliteit wel degelijk ons programma betreft. 😉
1749388036612190593,2024-01-22T11:06:24+00:00,nl,13,0,2,3,428,@MarcAdriaensens @vooruit Moeilijk te keren tanker maar dat er nu weer klemtoon gelegd wordt op de klassieke onderwijstaken valt moeilijk te ontkennen. Voorzichtig blijven maar toch als voorbeeld 👇 https://t.co/MFS0Ff2Lrj
1749425361631236417,2024-01-22T13:34:43+00:00,nl,0,0,0,0,20,"@PLagaeysse @vooruit @vooruit_nu Klopt. Deze is opgeschort, dus was wat verwarrend. 😉"
1748327381629022403,2024-01-19T12:51:44+00:00,nl,264,1,46,45,5034,Veel liefde voor Vlaanderen heb ik nochtans bij Magnette ook nog niet mogen bespeuren. Hij  houdt daarnaast wel van de Vlaamse centjes. Dat wel.Paul Magnette brandt De Wever af: “Je kan geen premier worden van een land waar je niet van houdt” https://t.co/GvSy3Y9Ysd
1747623768376185067,2024-01-17T14:15:50+00:00,nl,264,0,16,44,15468,"“Staatssecretaris Dermine doet graag alsof hij met een Europese #cheque komt, het blijkt eerder een Europese #factuur te worden.Dermine titelde zijn boek ‘Walen werken wel’… helaas kan dat niet gezegd worden van de PS-ministers in de regering-De Croo. En daar dreigen we nu…"
1746680140757656044,2024-01-14T23:46:11+00:00,nl,413,10,80,51,50473,"Hey @SammyMahdi Ik durf zeggen dat mijn partner en ik allebei erg hard werken.  Vaak 7 dagen op 7. We hebben samen ook vier prachtige kinderen. Een druk maar fijn gezinsleven. En stel u voor... @de_NVA, mijn partij, vindt dat best prima."
1747263754906292540,2024-01-16T14:25:16+00:00,nl,2,0,0,0,36,@boerenverstand2 @SammyMahdi @de_NVA Loop gerust enkele dagen met me mee. En oordeel dan.
1747262883552203088,2024-01-16T14:21:48+00:00,nl,3,0,0,0,62,"@MiloudaDarrag @SammyMahdi @de_NVA Elke vrije minuut gaat echt wel naar mijn gezin. En ik heb gelukkig niet veel slaap nodig 😉.  Ik wil vooral zeggen onze partij werk én gezin belangrijk vindt. Het ene hoeft het andere echt niet uit te sluiten, ook al is de puzzel niet altijd makkelijk."
1747259621260304681,2024-01-16T14:08:50+00:00,en,1,0,0,0,9,@AnnVHaute @radjawolf56 @SammyMahdi @de_NVA Nope
1747259371699257554,2024-01-16T14:07:51+00:00,nl,1,0,0,0,64,"@AlainHaeck @SammyMahdi @de_NVA Waar staat dat ik dat verwacht? Ik beweer evenmin dat het altijd makkelijk is. Het is vaak puzzelen zoals voor veel ouders. Elke vrije minuut gaat dan ook naar mijn gezin. Maar de suggestie van Mahdi dat voor N-VA enkel werken telt en je geen warm gezin kan/mag hebben, is onzin."
1747159951154262125,2024-01-16T07:32:47+00:00,nl,1,0,0,0,147,"@jodenys @SammyMahdi @de_NVA Ik zeg ook niet dat dit verplicht is. Maar werken hoeft niet, zoals Mahdi beweert, te betekenen dat je geen warm gezin kan hebben. Net zoals een warm gezin hebben niet uitsluit dat je zou werken. Met mijn kindjes gaat het trouwens prima. Gelukkig maar want zij zijn mijn alles."
1746965032380797319,2024-01-15T18:38:15+00:00,nl,541,10,59,135,16091,"Regering De Croo bewijst dat België niet werkt:• Begroting: ramp• Arbeidsmarkt: niets gebeurd• Belastingen: achteruitgang• Pensioenen: onhoudbaar• Migratie: miserie• Energie: onzekerheid• …Wie in dit land nog iets wil hervormen, moet eerst de structuren hervormen https://t.co/cFArDMZFH4"
1749390733092528263,2024-01-22T11:17:07+00:00,en,2,0,1,0,292,"@BartDeMeulenaer Helmond, NED"
1747901158742454706,2024-01-18T08:38:05+00:00,nl,104,2,40,5,10569,Al de hele week ondergespamd door deze onzin... hoe raak je daar vanaf? https://t.co/x3cohtmvwl
1747956676735418800,2024-01-18T12:18:41+00:00,en,2,0,2,0,569,@VandenHeuvelDan Djeezes
1747896243110461890,2024-01-18T08:18:33+00:00,nl,14,0,0,0,524,Mooi decor voor de treinrit deze ochtend @NMBS https://t.co/C1hZtwKY5T
1747643812904628266,2024-01-17T15:35:29+00:00,nl,0,0,0,0,68,@DeWitJulien Ik mag hopen dat het effect voor zoveel mogelijk mensen verwaarloosbaar zou zijn. Het leven is zo veel meer dan twitter.
1747583222425207123,2024-01-17T11:34:43+00:00,de,30,0,1,2,1346,Oxfam liegt.
1747581696436740218,2024-01-17T11:28:39+00:00,qme,3,0,1,0,183,@Charlie_vdc @TorbenGering 🫨
1747336507654860938,2024-01-16T19:14:22+00:00,nl,77,0,7,15,1768,Zeer interessant initiatief vd noorderburen.Bij ons zijn er amper demografische prognoses die rekening houden met migratie. Bovendien is de ruimtelijke impact v immigratie bij velen taboe. Tijd dat we dit doorbreken: met hoeveel inwoners willen we zijn?https://t.co/xvkua4rhZU
1747338341807214651,2024-01-16T19:21:39+00:00,nl,8,0,0,0,286,"""Noodzakelijk is dat politiek en bestuur meerjarige afspraken maken over beperking van de migratie, met meer selectie van bijvoorbeeld kennismigranten voor de economie."""
1760031828935938460,2024-02-20T20:01:02+00:00,nl,280,15,159,42,15968,"Wie Duits staatsburger wil worden, moet voortaan beloven om Joods leven te beschermen. Interessant gesprek op @radio1 Nieuwe Feiten over deze wet. Goed idee om dit ook bij ons in te voeren om zo antisemitische inwijkelingen te weren?https://t.co/i9jIopdY9m"
1746846025761894895,2024-01-15T10:45:22+00:00,nl,71,0,5,20,3295,"Terwijl @Nicole_demoor probeert om het probleem weg te relativeren, schrijft de regering dit 👇 in de notificaties bij de begroting.Er is een probleem, dat in kaart gebracht wordt tegen... 30 juni. Drie weken na de verkiezing. https://t.co/bE5JS4Ufcm"
1746782131001421839,2024-01-15T06:31:28+00:00,nl,623,12,44,201,51171,"Asielzoekers worden opnieuw in hotels opgevangen. Fedasil huurt zelfs luxueuze assistentieflats die een gewone gepensioneerde niet kan betalen. Ooit een rode lijn voor @SammyMahdi, vandaag gewoon beleid van @cdenv. #hln https://t.co/HNE3PhS9X8"
1746784480319115302,2024-01-15T06:40:48+00:00,nl,101,1,5,36,2487,"Fedasil sluit voor de federale staat wurgcontracten met private verhuurders, soms voor meer dan een miljoen euro per jaar.Vakantieparken, woonzorgcentra, luxueuze assistentiewoningen, hotels...Met het aanzuigeffect van dit beleid wakkert @Nicole_demoor de asielcrisis zelf aan. https://t.co/NFrlyMy0bI"
1746822006945817071,2024-01-15T09:09:55+00:00,nl,3,0,0,0,94,@Dirk_L_H @Nicole_demoor Oordeel dan zelf. Vanaf €2100 per maand.https://t.co/wZjXA1S38x
1746811367313621237,2024-01-15T08:27:38+00:00,nl,24,1,3,1,1344,@mamiracoli @SammyMahdi @cdenv Alsof er geen opties zijn tussen "luxehome" of "nergens".
1746799510926319831,2024-01-15T07:40:32+00:00,nl,331,3,59,74,23783,Het asielbudget gaat in 2024 door de recordgrens van de 1 miljard euro. Dit is een verdrievoudiging op enkele jaren tijd. In plaats van in te zetten op forse ‘Don’t come to Belgium!’ ontrading is het budget compleet ontspoord onder de linkse opengrenzenfans binnen Vivaldi. Dit… https://t.co/UQWHQA5pIV
1732782481395396861,2023-12-07T15:21:51+00:00,nl,47,2,17,7,3211,💎Het recente akkoord tussen de Europese Unie en de G7 (samen 70% van de markt) voor een verbod op Russische #diamant is er vooral eentje dat de positie van @Stad_Antwerpen als wereldhandel in de ruwe diamant kan versterken. 1/5https://t.co/0GUHClDS3h
1749675080961941842,2024-01-23T06:07:01+00:00,nl,401,6,34,100,14981,Maandenlang klop ik op dezelfde nagelMinister Vandenbroucke wuift alarmsignalen weg Vandaag nieuwe onthullingen in @HLN_BE ✅ topambtenaar FOD deelt prijs informatie concurrerend bedrijf✅ directeur geeft informele vergaderingen toe Ik roep commissie gezondheid samen https://t.co/C9RALssGtH
1747152287032615103,2024-01-16T07:02:20+00:00,nl,385,6,71,64,23174,"Maar om dit land ‘#eenvoudiger te maken’ heb je net nodig… een staatshervorming met #confederalisme . Wat een leeg, sloganesk gebrabbel is dat daar toch bij OpenVLD de laatste jaren. Het zonlicht ontkennen is geen bewijs van #staatsmanschap, mijnheer De Croo. Net het… https://t.co/9HXioF43Oy"
1747559691951935947,2024-01-17T10:01:13+00:00,nl,3,0,1,0,89,@Joskeyam Dank voor bericht.Over het confederalisme hebben we een gedetailleerde website met antwoord op vele vragen ook: https://t.co/Sk4fn0nmkDOns programma is zeer concreet en doorgerekend: https://t.co/YHa654M1UYAl meer dan 10 jaar communiceren we er zeer geregeld over.
1746075701403410938,2024-01-13T07:44:22+00:00,nl,545,13,81,111,23310,"De communisten toeteren graag. Maar verantwoordelijkheid nemen? Neen, dat durven ze niet. Omdat ze weten dat hun beloftes onbetaalbaar zijn. In sneltempo richting het failliet.Laat u niets wijsmaken. PVDA en PS zijn op uw centen uit. https://t.co/tWnuaQyFgJ"
1746085002163462469,2024-01-13T08:21:19+00:00,nl,39,0,9,10,651,"@b_belgian Inderdaad, dat zegt u terecht. De gele lijn spreekt helemaal voor zich. De paarse trouwens ook. https://t.co/LlqCCQdfIL"
1745568982122258580,2024-01-11T22:10:51+00:00,nl,315,0,29,70,20481,Hoe zou ‘t nog zijn met de € 847 miljoen relancegeld die we van Europa moeten krijgen? Waarom is staatssecretaris @ThomasDermine daar zo stil over?Krijgen we onze centen? Enkel wanneer de @EU_Commission alsnog positief zou oordelen over o.a. de rampzalige Vivaldesque…
1680499379180822528,2023-07-16T08:47:28+00:00,nl,236,9,25,47,49603,Staatssecretaris @ThomasDermine communiceert vlot en vaardig. Maar welk rapport kan hij voorleggen als bestuurder?Tijd om de feiten te laten spreken…1️⃣ Ernstige risico’s op vertraging! De Europese commissie waarschuwt dat het relanceplan van Dermine niet goed loopt…(1/7) https://t.co/MQJznADKk3
1745451416343453911,2024-01-11T14:23:41+00:00,nl,386,4,11,64,9842,"Waarom durft @Nicole_demoor het debat op de inhoud niet aan? Waarom weigert @cdenv de teksten aan het parlement te bezorgen? Show geven aan de journalisten, dat wel. Maar het parlement correct informeren, dat niet. Triest."
1745448582923321848,2024-01-11T14:12:25+00:00,nl,478,7,40,63,39034,"Persconferentie geven met de fanfare op kop, maar weigeren om de teksten aan de Kamer te bezorgen. Onaanvaardbaar. Onze fractie legde zonet in de plenaire vergadering een ordemotie neer om De Moor te verplichten de 2.000 blz migratiewetteksten aan de Kamer te bezorgen alsook… https://t.co/cTDkwE3WE1"
1745227997358047662,2024-01-10T23:35:53+00:00,nl,0,0,1,0,33,"@Simon_VDD_ Onvolledig en dus fout citeren, bijzonder dat u daarin blijft volharden… Voor wie geïnteresseerd is in het volledige citaat:"
1605507067522928640,2022-12-21T10:14:48+00:00,nl,276,4,7,24,9941,"@egbertlachaert @alexanderdecroo Er lijkt opnieuw een ‘materiële fout’ te zijn geslopen in uw bericht, collega.Exacte quote: ""Er zijn altijd detailverschillen maar grotendeels op dezelfde manier, ***MAAR ONZE VRAAG IS HOE WE DAT BLIJVEN BETALEN, HOE WE DAT GAAN FINANCIEREN. EN DAAR ZIT HET GROTE VERSCHIL.***” https://t.co/dakl9K8crH"
1745329152922726735,2024-01-11T06:17:51+00:00,nl,0,0,0,0,35,"@Simon_VDD_ En het probleem zijn niet bij de eenmalige maatregelen n.a.v. COVID, Oekraïne, inflatie. Die hadden ze in gans Europa, en toch is hun begroting zowat overal beter dan de Belgische.Het probleem zit dieper en is structureel. Hoog tijd dat OpenVLD dit erkent. En zich niet langer…"
1567544130758221833,2022-09-07T16:03:38+00:00,nl,177,5,48,35,,"Wie wil genezen, moet eerst erkennen dat hij ziek is. België is ziek.En het probleem is niet tijdelijk. Het is structureel. https://t.co/JNQUgddcHg"
1749481645466370161,2024-01-22T17:18:22+00:00,nl,12,0,1,2,887,"Vandaag weeral het licht gezien op bedrijfsbezoek bij @ETAPlighting. Geen onbekende voor @StadLier, want we pakten de relighting van verschillende sporthallen aan met hun producten. https://t.co/01h1h8R7K9"
1749731751000178765,2024-01-23T09:52:12+00:00,nl,0,0,1,0,21,"@GeertLecompte @ETAPlighting @StadLier Met de uitfasering van de TL-lamp, liggen hier toch wel belangrijke kansen voor wie ermee aan de slag gaat. Heb in @stadlier een aantal projecten gedaan die geen windeieren hebben gelegd op dat vlak.Maar je hoeft het niet te lezen, hé."
1749792943945503078,2024-01-23T13:55:22+00:00,nl,0,0,1,0,14,"@GeertLecompte @ETAPlighting @StadLier Zodat u de keuze heeft, mijn beste."
1749780736381497733,2024-01-23T13:06:51+00:00,nl,11,0,4,0,1012,"Boerenjaar voor de zonnepanelensector, voor het eerst meer dan 1 GW/jaar PV geïnstalleerd in Vlaanderen (omvormervermogen). Daarmee sneuvelt het record van 2011 en komen we boven de 6 GW uit. https://t.co/nCYbT9NmtL https://t.co/feFgdLSF9R"
1749787347367915663,2024-01-23T13:33:07+00:00,nl,0,0,0,0,86,@RubenBaetens De doelstellingen worden inderdaad meer dan gehaald ;-)Halen we volgens mij ook de doelstelling van het zo bejubelde energiepact voor 2030 mee 🤣
1750162970548527387,2024-01-24T14:25:43+00:00,en,1,0,0,0,13,@dbtibet nope https://t.co/lY0kT4zAXS
1737767112221839499,2023-12-21T09:29:00+00:00,nl,14,0,1,0,456,@Laveyne_J Dat en het feit dat je je kan afvragen of vergelijkingen met huishoudens zoveel zin hebben.  Ik kan helemaal correct zeggen dat B in 2022 genoeg stroom produceerde voor 25 miljoen gezinnen. Vraag is alleen of die vergelijking nog iets zegt.
1737838377704300747,2023-12-21T14:12:11+00:00,nl,3,0,0,0,46,@science_dirk @Laveyne_J Daar sloeg die eerste 'dat' op.
1737764214586962091,2023-12-21T09:17:29+00:00,nl,141,0,9,37,8757,"Een vaststelling die ik een goeie maand geleden al maakte. Maar wel terechte bezorgdheid, de federale kamer keurde goed dat federale meerkosten niet zouden stijgen tegenover 2021 en Begov lapt dat aan haar laars. (1/2)https://t.co/UEeZqn7tBr"
1725834399755669779,2023-11-18T11:12:40+00:00,nl,253,1,18,61,38054,"Sinds april ’23 werd BTW op energie permanent 6%, en u kreeg u een ‘bijzonder accijns’ in ruil. Bent u nu beter of slechter af? Met andere woorden betaalt u nu meer of minder voor het federale deel van uw energiefactuur dan vóór de energiecrisis?(1/8) https://t.co/ZAQVjeyo2B"
1737764219292946457,2023-12-21T09:17:30+00:00,nl,23,0,2,3,471,Als reactie op mijn vraag is @TinneVdS bereid de zaak te 'onderzoeken'. Ze stelt zelfs dat de hele operatie met accijnzen en BTW-verlaging 'financieel neutraal' moest zijn voor consumenten. Tot zover de opgeklopte verwachtingen over die BTW-verlaging... (2/2) https://t.co/LvtRIEKjNh
1737063088900252108,2023-12-19T10:51:28+00:00,nl,162,3,7,35,10903,Veel lessen te trekken uit werkstuk #rekenhof over offshore wind. Vaststelling dat er overwinsten zijn geboekt terwijl @CREG_be vorige zomer nog stelde dat die er niet waren. Minstens voer voor verder onderzoek(1/9)https://t.co/oH7jvTsdzw. https://t.co/SU9mkWgzfA
1737063090955387277,2023-12-19T10:51:28+00:00,nl,32,1,2,4,712,"Maar er worden ook andere vaststellingen gedaan:De bestaande windmolens krijgen maar liefst 12,68 miljard euro toegestopt. Uitgedrukt in prijs per vermeden ton CO₂ is dat 225,96 euro per ton CO₂, ""een bijzonder dure techniek om CO₂ te reduceren"". (2/9) https://t.co/debqKexWVm"
1737063092863832397,2023-12-19T10:51:29+00:00,nl,27,0,1,2,483,Ook kiezen voor een hoge densiteit van windparken wordt tegen het licht gehouden. We braken eerder een lans om daar bijzonder goed over na te denken.Het Rekenhof maakt duidelijk dat hoge densiteit leidt tot lagere productiviteit en dus minder rendabele parken. (3/9) https://t.co/eRLkmhJJWh
1737117119333159044,2023-12-19T14:26:09+00:00,nl,0,0,0,0,125,"@RubenBaetens Ik heb de commissievoorzitter al om een sessie rond dit rapport gevraagd, misschien wordt er dan veel duidelijk."
1737063095040688451,2023-12-19T10:51:29+00:00,nl,27,0,1,2,436,Iets wat eerder werd weggewuifd door @tinnevds. Met huidige malaise in offshore wind dreigen we  meer te moeten betalen per MWh bij hogere densiteit. Zeker nu het 'subsidievrij' bouwen erg ver weg is.Een bezorgdheid die @TinneVdS aanvankelijk ook niet begreep: (4/9) https://t.co/q8W5VzS23e
1737063096839987389,2023-12-19T10:51:30+00:00,nl,23,1,2,2,506,"Nu Rekenhof nog eens duidelijk stelt dat productiviteit dan een uitdaging wordt zal parlement ook daar opnieuw moeten over debatteren. De hoop dat grotere molens het densiteitsprobleem zullen oplossen, drukt deze studie de kop in. (5/9) https://t.co/dptbnCkYXu"
1737063098802966909,2023-12-19T10:51:30+00:00,nl,20,0,2,1,354,Ook de redelijk grote kavels worden door rekenhof bekritiseerd en zouden niet in het voordeel van de eindgebruiker zijn. Toch lijkt regering eraan vast te houden. Wat is uiteindelijke doel dan? (6/9) https://t.co/9XkOlGuwTW
1737063100715557129,2023-12-19T10:51:30+00:00,nl,23,0,1,1,355,"Ook de snelheid waarmee alles wordt voorbereid blijkt niet verschroeiend te zijn. Op de korte tijd dat de voorbereidingen bezig zijn, schoof de tenderprocedure al zowat 2 jaar achteruit. Dat belooft weinig goeds voor de uiteindelijke realisatie: (7/9) https://t.co/mE4AHuHMfi"
1737063102569501046,2023-12-19T10:51:31+00:00,nl,24,0,3,2,593,"Ook het energie-eiland (MOG II) is mogelijk niet de meest efficiënte oefening omdat er geen cijfers zijn die de keuze degelijk ondersteunen. Dat het een multifunctioneel energie-eiland werd, besliste regering al voordat echte cijferwerk er was. Maak je dan de juiste keuze? (8/9)"
1737063104226210010,2023-12-19T10:51:31+00:00,nl,30,0,3,2,604,"Rekenhof stelt alvast de juiste vragen, vraag is nu hoe de regering daarop zal antwoorden en welke bijsturingen we mogen verwachten van @tinneVDS. Wordt vervolgd. (9/9)"
1737116438186569773,2023-12-19T14:23:27+00:00,qme,0,0,0,0,23,@HorenPeter @TinneVdS https://t.co/WZcXwRrXEm
1737102390703407588,2023-12-19T13:27:38+00:00,nl,1,0,1,0,75,"@ducdorleans61 Rapport van rekenhof lezen, hé."
1737102055851040788,2023-12-19T13:26:18+00:00,nl,1,0,0,0,44,"@AndrewBourgeois Kerncentrales betalen momenteel aan de staat, niet omgekeerd"
1738843624278769858,2023-12-24T08:46:40+00:00,nl,240,0,29,21,23585,"Geen kerstmankidnapping 🎅🏼🫣 om 5u ‘s nachts in de Kamer, wél een gemeende kerstwens namens onze Kamerfractie - en ik denk namens de hele Kamer van Volksvertegenwoordigers - aan al onze militairen die vanavond niet thuis bij vrouw, man, kinderen en familie vieren, maar in de… https://t.co/RKs656q2xu"
1678989378939502594,2023-07-12T04:47:16+00:00,nl,70,1,22,6,13113,"Drie dagen voor @NATO pa naar Albanië 🇦🇱 én Kosovo 🇽🇰. Meetings met oa de eerste minister van Kosovo en een bezoek aan KFOR, de langstlopende NAVO missie in onze 74 jarige geschiedenis. https://t.co/gbHWCWCQQP"
1759932091142185026,2024-02-20T13:24:43+00:00,en,31,0,2,2,4591,"Welcome to our NATO family, Sweden! 🇸🇪👍#WeAreNATO #HansWallmark @natopapress https://t.co/l69tu7u2fy"
1676483102384836614,2023-07-05T06:48:13+00:00,nl,42,0,2,5,6969,"Dagje Defensie met mijn collega van vele jaren @PeterBuysrogge :8.30u: Commissie voor buitenlandse missies (gesloten deuren).10u: Gedachtewisseling met @hadjalahbib @DedonderLudivin en @alexanderdecroo over de cruciale NAVO top in Vilnius 11-12/7, oa uw dienaar interpelleert… https://t.co/T3t1JizOae"
1671438732568719366,2023-06-21T08:43:42+00:00,nl,17,0,1,1,382,"@WouterDeVriendt Heb jij al 1 document gezien? Ik niet, ondanks mijn meerdere expliciete vragen. Tot daar de holle woorden van groen als het gaat over meer transparantie en parlementaire betrokkenheid in militaire dossiers."
1599752898165891073,2022-12-05T13:09:47+00:00,nl,205,4,38,40,,"🎁Sinterklaas bij onze overheid met úw geld🤑Krantencontract waar men eventjes 50 miljoen van afpitst, BEWIJST dat we in het ootje werden genomen😤Ons wetsvoorstel om het miljoenencontract te annuleren werd donderdag opnieuw verworpen door de meerderheidspartijen (Vivaldi) https://t.co/Xz9XbPoMNk"
1749884992191184968,2024-01-23T20:01:08+00:00,nl,147,1,20,27,14725,🚀 Trots op de lancering van mijn 5-5-5 campagne! ✅ Verken de 5 kerngebieden waarin ik me de laatste 5 jaar heb verdiept✅ In 2024 vind je mij op de 5de plek van de Antwerpse N-VA lijst✅ Samen strijden we tegen corruptie en politieke incompetentie! #5JaarMeer https://t.co/kHC6rxJAwy
1750063430768181507,2024-01-24T07:50:11+00:00,nl,10,0,0,0,205,"@DeschuyterEric ik ben niet lokaal actief; zit niet in gemeenteraad enkel in het federaal parlement, als oppositielid."
1749782380871569590,2024-01-23T13:13:23+00:00,nl,45,0,16,10,2744,"Grote baas van X, @elonmusk Musk bezocht deze week Auschwitz n.a.v. Internationale Holocaust herdenkingsweek. De pakkende clip ""stel dat er X was geweest in 1939""... werd er gescreend @EJAssociation"
1749182126006649227,2024-01-21T21:28:11+00:00,nl,513,5,167,127,37693,"Onversneden Jodenhaat op de Brusselse straat. En niemand doet iets. Integendeel, linkse politici doen massaal mee. Onvoorstelbaar. 💧 🪣 @alexanderdecroo @AnneliesVerlin1"
1749136652503531921,2024-01-21T18:27:30+00:00,nl,7,0,1,1,248,"@mboudry @demorgen Bloedfabels, joden kennen er helaas alles van, zoals deze in Brussel https://t.co/a4I8WCMRSz of de Protocollen van de wijzen van Sion https://t.co/e5AJDUvhtg. Of nog, de Dreyfuss affaire https://t.co/v2wJuziVb3...!"
1749103033122759048,2024-01-21T16:13:54+00:00,nl,496,5,95,91,32805,De PvdA nodigt Palestijnse terroristen uit op haar jaarlijkse communistische Manifiesta. Het zijn wolven in schaapskleren. Hun verontwaardiging over Gaza is hypocriet. Waar waren ze om mee de genocide op de Oeigoeren in het communistische China te veroordelen? Waar zijn ze om… https://t.co/iErcN7Ojpz
1748322381620285533,2024-01-19T12:31:52+00:00,nl,3,0,1,0,39,@JeanLagaune @de_NVA Voor zij die mij graag de lucht in willen zien gaan... https://t.co/mobo48iOiu👇
1747931043124986344,2024-01-18T10:36:50+00:00,nl,179,4,31,21,15562,"Een #bankrekening openen in ons land? Dan kost u dat €10.000, €30.000 of zelfs €40.000 PER JAAR. Of hoe grootbanken verschillende economische sectoren in ons land kapot maken! Ik blijf mij daartegen verzetten ⬇ https://t.co/sEWPHt6YUx"
1748320862497919466,2024-01-19T12:25:50+00:00,nl,1,0,0,0,55,"@timovh @Febelfin 1) Klopt. De prijssetting gebeurt niet o.b.v. de feitelijke transacties, waardoor de kleintjes dit nooit kunnen betalen.2) Een kleine diamantzaak die zijn rekening NIET voor handel gebruikt maar voor facturen telecom, tanken, huur, enz. moet OOK €3000 per jaar betalen. Fair?"
1747691635431850465,2024-01-17T18:45:31+00:00,nl,264,0,28,50,10931,"Inderdaad, ons @de_NVA voorstel om #geldautomaten toe te laten in winkels, apotheken en supermarkten wordt door @cdenv minister @AnneliesVl reeds maanden tegengewerkt door druk van de #bewakingslobby. (Dezelfde lobby die nu terechtstaat voor kartelvorming in een ander dossier)"
1747881565269508477,2024-01-18T07:20:13+00:00,nl,2,0,0,0,71,@MariaVerhelst4 @de_NVA @cdenv @AnneliesVl lees en bekijk dit evenhttps://t.co/MrQv85arcA
1747712490694209724,2024-01-17T20:08:23+00:00,nl,1,0,2,0,153,"@Kristofke_L @de_NVA @cdenv @AnneliesVl Simpel, dan verliezen die inkomsten. Want dan gaat 's avonds de inhoud van de Colruyt of de Albert Heijn kassa in de geldautomaat zodat klanten er cash kunnen afhalen. Of waar de individuele belangen van één lobby voor het collectief wordt geplaatst..."
1747286009509761379,2024-01-16T15:53:42+00:00,nl,385,3,20,80,8191,"Verbouwereerd, maar helaas niet verrast. Ik heb minister @PYDermagne hier nochtans voor gewaarschuwd. De PS speelde het spel vals door #bpost opnieuw te hebben willen bevoordelen. Dat Vivaldi, en dan vooral de @openvld, in dat spel meeging is bedroevend. https://t.co/wFBf0bahn7"
1747297366632218850,2024-01-16T16:38:50+00:00,nl,12,0,1,0,155,"@EKnuffer @PYDermagne @openvld spijtig, hadden ze geluisterd dan zaten we vandaag niet in deze situatie."
1747366319295492452,2024-01-16T21:12:49+00:00,qme,0,0,0,0,45,@EKnuffer @PYDermagne @openvld 🙏
1737099348498874415,2023-12-19T13:15:33+00:00,nl,1,0,0,0,17,"@BertH1967 @de_NVA Hier was de vrouw in kwestie 23. Er is niet één verhaal, maar heel veel getuigenissen van geboortemoeders van alle leeftijden https://t.co/fxvQ1mxLHL"
1736449619469422647,2023-12-17T18:13:45+00:00,qme,1,0,0,0,279,@SegersBen @valerievanpeel ❤️
1736378486657355864,2023-12-17T13:31:06+00:00,nl,1,0,1,0,51,@DecoodtAnk65561 @hazenpootje @FKeuleneer @de_NVA @De7deDag Klopt
1736388608670490736,2023-12-17T14:11:19+00:00,nl,2,0,0,0,33,"@DecoodtAnk65561 @hazenpootje @FKeuleneer @de_NVA @De7deDag Daar ben ik het mee eens, ik probeer het open te trekken zoals daarnet ook naar internationaal geadopteerden, maar idd geen eenvoudig landschap."
1736378722440057028,2023-12-17T13:32:02+00:00,nl,4,0,1,0,36,"@hazenpootje @DecoodtAnk65561 @FKeuleneer @de_NVA @De7deDag Dag mevrouw, ik heb letterlijk gezegd dat het niet enkel de kerk is, het is absoluut veel breder."
1735327883118203192,2023-12-14T15:56:22+00:00,qme,2,0,0,0,197,@YungFierens ❤️
1727603657502290097,2023-11-23T08:23:03+00:00,nl,72,1,10,29,4610,"Quousque tandem?Mijn voorstel om partijfinanciering te bevriezen - goed voor een besparing van +/- 10 miljoen -,  ligt al jaren stof te vergaren in de schuif van #Vivaldi !@de_NVA @nvakamer #nietmijnregering @HLN_BE https://t.co/sOWmZehIT6"
1716127426944573943,2023-10-22T16:20:37+00:00,qme,1,0,1,0,57,@anne_landuyt @Pensioenspook https://t.co/fHll66uS8H
1715669837043700007,2023-10-21T10:02:19+00:00,nl,55,3,5,13,5101,Maar hij stond niet op de radar hoor…. 🙃  Welke info had politie? Welke antwoorden kreeg de politie vanuit Tunesië na dat ze zelf contact hadden opgenomen met specifieke vragen over Lassoued? En waarom werd dit niet verder opgevolgd? ⁦@woverschelden⁩ https://t.co/7ppGbzReaJ
1707401433379659869,2023-09-28T14:26:38+00:00,art,77,0,5,8,5907,❤️
1704784363781513451,2023-09-21T09:07:20+00:00,nl,9,1,0,1,1414,"Waarom het wetsontwerp bestuurlijke handhaving een stap achteruit is in de stijd tegen de georganiseerde misdaad, leest u hier👇⁦@DeKamerBE⁩  https://t.co/JHh3B1Vt2B"
1698751723949416870,2023-09-04T17:35:46+00:00,nl,217,5,39,47,24325,"Als Van Quickenborne werkelijk onjuiste verklaringen heeft afgelegd over het incident, dan kan hij simpelweg niet aan blijven. Dit gaat over mensen die hem dag en nacht beschermen en zijn grootste respect verdienen. ⁦@VincentVQ⁩ https://t.co/jqFGZClBlK"
1695099821231644692,2023-08-25T15:44:25+00:00,nl,9,2,0,2,1381,Wat een… en dat terwijl Vervoort over een State of the art regionaal crisiscentrum beschikt met zeer competente mensen die perfect kunnen samenwerken met ⁦@CrisiscenterBE⁩ voor de federale luiken van het probleem ⁦⁦⁦@alexanderdecroo⁩  https://t.co/uBfnPRpZDe
1691013126936797184,2023-08-14T09:05:21+00:00,en,4,0,0,0,275,@Bennytouzine Jeff Buckley
1683168759958196224,2023-07-23T17:34:38+00:00,nl,35,0,0,1,2831,"Ook een ❤️ voor jou @WimDeVilder. Je hebt het heel mooi gebracht in de journaals. Een aartsmoeilijke opdracht en toch bijzonder professioneel gedaan, met heel veel warmte en een kraakje in de stem. Martine is het zonder twijfel met me eens."
